"incubation_time_days","alpha","FL_ppm","deltaH_ppm","F0_ppm","Ft_ppm","growth_rate_day","growth_rate_year","TG_days","TG_years","growth_rate_error_day","growth_rate_error_year","TG_error_days","TG_error_years","growth_rate_SNR","Detection_Limit"
560,0.56,1e+05,15.6,95,110.6,4.98363836434564e-07,0.000181902800298616,1390845.66311817,3810.53606333744,9.19757779237224e-08,3.35711589421587e-05,256688.191407174,703.255318923764,5.41842480362459,"Above"
560,0.56,1e+05,156,95,251,4.98990828519296e-06,0.00182131652409543,138909.803736631,380.574804757895,8.9411760602399e-07,0.000326352926198756,24890.5779568765,68.1933642654151,5.58081873298788,"Above"
560,0.56,1e+05,1555,95,1650,5.03735857716303e-05,0.0183863588066451,13760.1318219104,37.6989912929053,9.13903500009876e-06,0.00333574777503605,2496.43388295846,6.83954488481771,5.51191518262989,"Above"
560,0.76,3700,1.56,95,96.56,1.0255849534599e-06,0.000374338508012863,675855.450317943,1851.65876799436,4.86256422757114e-07,0.000177483594306347,320440.595841241,877.919440660935,2.10914428162151,"Above"
560,0.76,3700,15.6,95,110.6,1.02824523208643e-05,0.00375309509711546,67410.6875412853,184.686815181604,1.50747885422396e-06,0.000550229781791746,9882.87451729653,27.0763685405384,6.82095957237,"Above"
560,0.76,3700,156,95,251,0.000105590220047897,0.0385404303174825,6564.50171469975,17.9849362046568,1.51297123240077e-05,0.00552234499826282,940.608159058766,2.57700865495552,6.97899720673125,"Above"
560,0.76,3700,1555,95,1650,0.00151676012859731,0.553617446938017,456.991957720411,1.25203276087784,0.00033221821200946,0.121259647383453,100.095623714068,0.274234585517996,4.56555382506879,"Above"
560,0.76,10000,1.56,95,96.56,3.7121969981524e-07,0.000135495190432563,1867215.50851135,5115.65892742836,1.75425288248844e-07,6.4030230210828e-05,882379.94633998,2417.47930504104,2.11611281087741,"Above"
560,0.76,10000,15.6,95,110.6,3.71567423946031e-06,0.00135622109740301,186546.811127507,511.087153773991,5.24797662761371e-07,0.0001915511469079,26347.6624068966,72.1853764572508,7.08020348244168,"Above"
560,0.76,10000,156,95,251,3.75093134619484e-05,0.0136908994136112,18479.3353059664,50.6283159067574,5.06818934985001e-06,0.00184988911269525,2496.89375106844,6.84080479744779,7.40092977446836,"Above"
560,0.76,10000,1555,95,1650,0.000414604009871227,0.151330463602998,1671.82941808795,4.58035457010398,6.23630555325069e-05,0.022762515269365,251.469808199589,0.68895837862901,6.64823117358503,"Above"
560,0.76,1e+05,1.56,95,96.56,3.6700387485737e-08,1.3395641432294e-05,18886644.7480786,51744.2321865167,1.7323775566182e-08,6.32317808165642e-06,8915110.09089696,24424.9591531424,2.11849820759514,"Above"
560,0.76,1e+05,15.6,95,110.6,3.67037821622206e-07,0.000133968804892105,1888489.79512908,5173.94464418927,5.11429020697122e-08,1.86671592554449e-05,263141.406586024,720.935360509655,7.17671087811759,"Above"
560,0.76,1e+05,156,95,251,3.67377750441105e-06,0.00134092878911003,188674.240540614,516.915727508531,4.84795053525877e-07,0.000176950194536945,24897.6260625518,68.2126741439776,7.57800121451723,"Above"
560,0.76,1e+05,1555,95,1650,3.69622954973471e-05,0.0134912378565317,18752.8174652923,51.3775820966911,4.92046430248898e-06,0.00179596947040848,2496.39714383229,6.8394442296775,7.5119527802793,"Above"
570,0.56,3700,1.56,95,96.56,1.38488743529594e-06,0.000505483913883017,500507.956743666,1371.25467601004,6.80307708057509e-07,0.000248312313440991,245867.940049632,673.610794656526,2.03567800113602,"Above"
570,0.56,3700,15.6,95,110.6,1.38983161620998e-05,0.00507288539916644,49872.7451926969,136.637658062183,2.71526672219828e-06,0.000991072353602372,9743.46847394961,26.6944341752044,5.11858229192591,"Above"
570,0.56,3700,156,95,251,0.000144201304285981,0.0526334760643829,4806.80243491621,13.1693217394965,2.8455618537377e-05,0.0103863007661426,948.538830142942,2.59873652093957,5.0675863572099,"Above"
570,0.56,3700,1555,95,1650,0.00270935177041159,0.98891339620023,255.835062884672,0.70091798050595,0.00122364917325819,0.44663194823924,115.54511548042,0.316561960220328,2.21415731700078,"Above"
570,0.56,10000,1.56,95,96.56,4.97226150768737e-07,0.000181487545030589,1394028.00815746,3819.25481686976,2.42862089361456e-07,8.86446626169314e-05,680890.48447288,1865.45338211748,2.04736009673666,"Above"
570,0.56,10000,15.6,95,110.6,4.97861446181721e-06,0.00181719427856328,139224.916063684,381.438126201874,9.34733758680867e-07,0.000341177821918516,26139.4470474291,71.614923417614,5.32623799620036,"Above"
570,0.56,10000,156,95,251,5.04335835535618e-05,0.01840825799705,13743.7622258947,37.6541430846429,9.3117371066913e-06,0.00339878404394232,2537.56111874322,6.9522222431321,5.4161305216962,"Above"
570,0.56,10000,1555,95,1650,0.000582352967125636,0.212558833000857,1190.25268125818,3.26096625002241,0.000125655659650022,0.0458643157722582,256.823600559484,0.703626302902695,4.63451442416213,"Above"
570,0.56,1e+05,1.56,95,96.56,4.89559125488504e-08,1.78689080803304e-05,14158599.9416984,38790.6847717765,2.38559029498337e-08,8.70740457668932e-06,6899395.16044443,18902.4524943683,2.05215089329459,"Above"
570,0.56,1e+05,15.6,95,110.6,4.89620611233958e-07,0.000178711523100395,1415682.19281671,3878.58135018276,9.03621677847097e-08,3.2982191241419e-05,261271.909110873,715.813449618831,5.41842480362459,"Above"
570,0.56,1e+05,156,95,251,4.90236603457554e-06,0.00178936360262007,141390.335946214,387.370783414285,8.78431332234096e-07,0.000320627436265445,25335.0525632493,69.4111029130118,5.58081873298788,"Above"
570,0.56,1e+05,1555,95,1650,4.94898386528298e-05,0.0180637911082829,14005.8484615874,38.3721875659929,8.97870105272861e-06,0.00327722588424594,2541.01305943986,6.96167961490374,5.51191518262989,"Above"
570,0.76,3700,1.56,95,96.56,1.00759223497815e-06,0.000367771165767023,687924.297645049,1884.72410313712,4.77725608322779e-07,0.000174369847037814,326162.749338406,893.59657352988,2.10914428162151,"Above"
570,0.76,3700,15.6,95,110.6,1.01020584204982e-05,0.00368725132348186,68614.4498188082,187.984794024132,1.48103185678143e-06,0.000540576627725224,10059.3544193911,27.5598751216195,6.82095957237,"Above"
570,0.76,3700,156,95,251,0.000103737760047057,0.0378642824171758,6681.7249596051,18.30609577974,1.48642787744637e-05,0.00542546175267926,957.404733327673,2.62302666665116,6.97899720673125,"Above"
570,0.76,3700,1555,95,1650,0.00149015030177981,0.54390486014963,465.15252839399,1.27439048875066,0.000326389822325084,0.119132285148656,101.883045566105,0.27913163168796,4.56555382506879,"Above"
570,0.76,10000,1.56,95,96.56,3.64707073502692e-07,0.000133118081828483,1900558.64259191,5207.00997970387,1.72347651612899e-07,6.29068928387082e-05,898136.73109605,2460.64857834534,2.11611281087741,"Above"
570,0.76,10000,15.6,95,110.6,3.65048697210136e-06,0.001332427744817,189878.004183355,520.213710091384,5.15590686221697e-07,0.00018819060047092,26818.1563784483,73.4744010368446,7.08020348244168,"Above"
570,0.76,10000,156,95,251,3.6851255331037e-05,0.0134507081958285,18809.3234364301,51.5323929765209,4.97927374722106e-06,0.00181743491773569,2541.48113948038,6.96296202597364,7.40092977446836,"Above"
570,0.76,10000,1555,95,1650,0.000407330255312082,0.14867554318891,1701.68351483952,4.6621466159987,6.12689668389541e-05,0.0223631728962183,255.960340488867,0.701261206818814,6.64823117358503,"Above"
570,0.76,1e+05,1.56,95,96.56,3.60565210386189e-08,1.31606301790959e-05,19223906.2614371,52668.2363327045,1.7019849679056e-08,6.21224513285543e-06,9074308.48537726,24861.1191380199,2.11849820759514,"Above"
570,0.76,1e+05,15.6,95,110.6,3.60598561593746e-07,0.000131618474981717,1922212.82718496,5266.33651283551,5.02456581737523e-08,1.83396652334196e-05,267840.36027506,733.809206233041,7.17671087811759,"Above"
570,0.76,1e+05,156,95,251,3.60932526749156e-06,0.00131740372263442,192043.42340741,526.146365499754,4.7628987714823e-07,0.000173845805159104,25342.2265279545,69.4307576108343,7.57800121451724,"Above"
570,0.76,1e+05,1555,95,1650,3.63138341728323e-05,0.0132545494730838,19087.6892057439,52.2950389198463,4.8341403673576e-06,0.00176446123408552,2540.97566425786,6.96157716235031,7.5119527802793,"Above"
580,0.56,3700,1.56,95,96.56,1.36101006572187e-06,0.000496768673988482,509288.798090046,1395.31177558917,6.68578264815138e-07,0.000244031066657525,250181.412682082,685.428527896114,2.03567800113602,"Above"
580,0.56,3700,15.6,95,110.6,1.3658690021374e-05,0.0049854218578015,50747.705634674,139.034809958011,2.6684517787121e-06,0.000973984899229917,9914.40651735224,27.1627575817869,5.11858229192591,"Above"
580,0.56,3700,156,95,251,0.00014171507490174,0.051726002339135,4891.13230219544,13.4003624717683,2.79650044246636e-05,0.0102072266150022,965.179862250713,2.64432838972798,5.0675863572099,"Above"
580,0.56,3700,1555,95,1650,0.00266263880885277,0.97186316523126,260.323397321245,0.713214787181493,0.00120255177371926,0.438931397407529,117.57222276955,0.322115678820684,2.21415731700078,"Above"
580,0.56,10000,1.56,95,96.56,4.88653286100311e-07,0.000178358449426613,1418484.63987952,3886.25928734116,2.38674811958672e-07,8.71163063649154e-05,692835.931568895,1898.18063443533,2.04736009673666,"Above"
580,0.56,10000,15.6,95,110.6,4.89277628144105e-06,0.00178586334272598,141667.458450766,388.130023152785,9.18617659393266e-07,0.000335295445678542,26598.0338377349,72.8713255828353,5.32623799620036,"Above"
580,0.56,10000,156,95,251,4.95640390095348e-05,0.0180908742384802,13984.8808614367,38.3147420861279,9.15118991519662e-06,0.00334018431904677,2582.07973486152,7.07419105441511,5.4161305216962,"Above"
580,0.56,10000,1555,95,1650,0.000572312398726918,0.208894025535325,1211.13430724517,3.31817618423333,0.000123489182759505,0.0450735517072193,261.329277762282,0.715970624006251,4.63451442416213,"Above"
580,0.56,1e+05,1.56,95,96.56,4.81118450911116e-08,1.75608234582557e-05,14406996.4319036,39471.2231011059,2.34445942782849e-08,8.55727691157398e-06,7020437.1808031,19234.0744679537,2.05215089329459,"Above"
580,0.56,1e+05,15.6,95,110.6,4.8117887655751e-07,0.000175630289943491,1440518.72251524,3946.62663702807,8.88041993746285e-08,3.24135327717394e-05,265855.626814573,728.371580313899,5.41842480362459,"Above"
580,0.56,1e+05,156,95,251,4.81784248225527e-06,0.00175851250602317,143870.868155797,394.166762070676,8.63285964436956e-07,0.000315099377019489,25779.5271696221,70.6288415606085,5.58081873298788,"Above"
580,0.56,1e+05,1555,95,1650,4.86365655726086e-05,0.0177523464340021,14251.5651012644,39.0453838390805,8.82389586216432e-06,0.00322072198968998,2585.59223592127,7.08381434498977,5.51191518262989,"Above"
580,0.76,3700,1.56,95,96.56,9.90219955064729e-07,0.000361430283598626,699993.144972155,1917.78943827988,4.69488959903421e-07,0.000171363470364749,331884.902835571,909.273706398826,2.10914428162151,"Above"
580,0.76,3700,15.6,95,110.6,9.92788499945516e-06,0.00362367802480113,69818.2120963312,191.282772866661,1.45549682476796e-06,0.000531256341040306,10235.8343214857,28.0433817027005,6.82095957237,"Above"
580,0.76,3700,156,95,251,0.00010194917797728,0.0372114499617072,6798.94820451045,18.6272553548232,1.46079981059385e-05,0.00533191930866755,974.201307596579,2.66904467834679,6.97899720673125,"Above"
580,0.76,3700,1555,95,1650,0.0014644580551974,0.53452719014705,473.313099067569,1.29674821662348,0.000320762411595341,0.117078280232299,103.670467418142,0.284028677857924,4.56555382506879,"Above"
580,0.76,10000,1.56,95,96.56,3.58419020511267e-07,0.000130822942486612,1933901.77667247,5298.36103197937,1.69376140378194e-07,6.18222912380408e-05,913893.515852122,2503.81785164965,2.11611281087741,"Above"
580,0.76,10000,15.6,95,110.6,3.58754754154789e-06,0.00130945485266498,193209.197239203,529.340266408777,5.06701191631668e-07,0.000184945934945559,27288.65035,74.7634256164384,7.08020348244168,"Above"
580,0.76,10000,156,95,251,3.62158888598122e-05,0.0132187994338315,19139.3115668938,52.4364700462844,4.89342419985518e-06,0.00178609983294714,2586.06852789232,7.0851192544995,7.40092977446836,"Above"
580,0.76,10000,1555,95,1650,0.000400307319875667,0.146112171754618,1731.5376115911,4.74393866189341,6.02126053417308e-05,0.0219776009497317,260.450872778146,0.713564035008618,6.64823117358503,"Above"
580,0.76,1e+05,1.56,95,96.56,3.54348568827806e-08,1.29337227622149e-05,19561167.7747957,53592.2404788923,1.67264039949343e-08,6.10513745815102e-06,9233506.87985756,25297.2791228974,2.11849820759514,"Above"
580,0.76,1e+05,15.6,95,110.6,3.54381345014544e-07,0.000129349190930309,1955935.85924084,5358.72838148174,4.93793537224807e-08,1.80234641087055e-05,272539.313964096,746.683051956428,7.17671087811759,"Above"
580,0.76,1e+05,156,95,251,3.54709552150032e-06,0.00129468986534762,195412.606274207,535.377003490978,4.6807798271464e-07,0.000170848463690844,25786.8269933572,70.6488410776911,7.57800121451724,"Above"
580,0.76,1e+05,1555,95,1650,3.56877335836455e-05,0.0130260227580306,19422.5609461956,53.2124957430015,4.75079311964453e-06,0.00173403948867025,2585.55418468344,7.08371009502313,7.5119527802793,"Above"
590,0.56,3700,1.56,95,96.56,1.33794209850624e-06,0.000488348865954779,518069.639436426,1419.36887516829,6.57246429818272e-07,0.000239894946883669,254494.885314531,697.246261135702,2.03567800113602,"Above"
590,0.56,3700,15.6,95,110.6,1.34271868006727e-05,0.00490092318224554,51622.6660766511,141.431961853839,2.62322378246274e-06,0.000957476680598902,10085.3445607549,27.6310809883695,5.11858229192591,"Above"
590,0.56,3700,156,95,251,0.000139313124479676,0.0508492904350818,4975.46216947467,13.6314032040402,2.74910212988218e-05,0.01003422277407,981.820894358484,2.6899202585164,5.0675863572099,"Above"
590,0.56,3700,1555,95,1650,0.00261750933751628,0.955390908193442,264.811731757818,0.725511593857036,0.00118216954026639,0.431491882197232,119.59933005868,0.327669397421041,2.21415731700078,"Above"
590,0.56,10000,1.56,95,96.56,4.80371027013865e-07,0.000175335424860061,1442941.27160158,3953.26375781256,2.34629476162763e-07,8.56397587994083e-05,704781.37866491,1930.90788675318,2.04736009673666,"Above"
590,0.56,10000,15.6,95,110.6,4.8098478698912e-06,0.00175559447251029,144110.000837849,394.821920103695,9.03047868556092e-07,0.000329612472022973,27056.6206280406,74.1277277480566,5.32623799620036,"Above"
590,0.56,10000,156,95,251,4.87239705517461e-05,0.0177842492513873,14225.9994969787,38.9753410876129,8.99608500137973e-06,0.0032835710255036,2626.59835097982,7.19615986569814,5.4161305216962,"Above"
590,0.56,10000,1555,95,1650,0.000562612188579005,0.205353448831337,1232.01593323215,3.37538611844425,0.000121396145763581,0.0443095932037071,265.83495496508,0.728314945109807,4.63451442416213,"Above"
590,0.56,1e+05,1.56,95,96.56,4.72963900895673e-08,1.72631823826921e-05,14655392.9221089,40151.7614304353,2.30472282735682e-08,8.41223831985239e-06,7141479.20116178,19565.6964415391,2.05215089329459,"Above"
590,0.56,1e+05,15.6,95,110.6,4.73023302378569e-07,0.000172653505368178,1465355.25221378,4014.67192387338,8.72990434530246e-08,3.1864150860354e-05,270439.344518273,740.929711008966,5.41842480362459,"Above"
590,0.56,1e+05,156,95,251,4.7361841350984e-06,0.00172870720931092,146351.40036538,400.962740727067,8.48653998938024e-07,0.000309758709612379,26224.0017759949,71.8465802082052,5.58081873298788,"Above"
590,0.56,1e+05,1555,95,1650,4.78122170035813e-05,0.0174514592063072,14497.2817409414,39.7185801121681,8.67433830517849e-06,0.00316613348139015,2630.17141240267,7.2059490750758,5.51191518262989,"Above"
590,0.76,3700,1.56,95,96.56,9.73436565995835e-07,0.00035530434658848,712061.992299261,1950.85477342263,4.61531519905057e-07,0.000168459004765346,337607.056332736,924.95083926777,2.10914428162151,"Above"
590,0.76,3700,15.6,95,110.6,9.75961576217626e-06,0.00356225975319433,71021.9743738541,194.580751709189,1.43082738706003e-06,0.000522251996276911,10412.3142235803,28.5268882837816,6.82095957237,"Above"
590,0.76,3700,156,95,251,0.000100221225808174,0.0365807474199834,6916.17144941581,18.9484149299063,1.43604049177022e-05,0.00524154779496132,990.997881865486,2.71506269004243,6.97899720673125,"Above"
590,0.76,3700,1555,95,1650,0.00143963673222795,0.525467407263202,481.473669741147,1.31910594449629,0.000315325760551352,0.115093902601244,105.457889270179,0.288925724027888,4.56555382506879,"Above"
590,0.76,10000,1.56,95,96.56,3.52344121858533e-07,0.000128605604478365,1967244.91075303,5389.71208425488,1.66505358337886e-07,6.07744557933282e-05,929650.300608193,2546.98712495395,2.11611281087741,"Above"
590,0.76,10000,15.6,95,110.6,3.52674165101318e-06,0.00128726070261981,196540.390295052,538.466822726169,4.98113035841301e-07,0.000181811258082075,27759.1443215517,76.0524501960321,7.08020348244168,"Above"
590,0.76,10000,156,95,251,3.56020602350697e-05,0.0129947519858004,19469.2996973575,53.3405471160479,4.8104848066373e-06,0.00175582695442261,2630.65591630425,7.20727648302535,7.40092977446836,"Above"
590,0.76,10000,1555,95,1650,0.000393522450047266,0.143635694267252,1761.39170834267,4.82573070778813,5.91920527088201e-05,0.0216050992387193,264.941405067424,0.725866863198422,6.64823117358503,"Above"
590,0.76,1e+05,1.56,95,96.56,3.48342660881572e-08,1.27145071221774e-05,19898429.2881542,54516.2446250801,1.64429056221388e-08,6.00166055208067e-06,9392705.27433787,25733.439107775,2.11849820759514,"Above"
590,0.76,1e+05,15.6,95,110.6,3.48374881539721e-07,0.000127156831761998,1989658.89129671,5451.12025012798,4.85424155237946e-08,1.7717981666185e-05,277238.267653132,759.556897679815,7.17671087811759,"Above"
590,0.76,1e+05,156,95,251,3.48697525842405e-06,0.00127274596932478,198781.789141004,544.607641482202,4.60144457583884e-07,0.000167952727018118,26231.4274587599,71.8669245445478,7.57800121451724,"Above"
590,0.76,1e+05,1555,95,1650,3.50828567432448e-05,0.0128052427112843,19757.4326866472,54.1299525661567,4.67027120236242e-06,0.00170464898886228,2630.13270510902,7.20584302769594,7.5119527802793,"Above"
600,0.56,3700,1.56,95,96.56,1.31564306353114e-06,0.000480209718188866,526850.480782806,1443.42597474741,6.46292322654634e-07,0.000235896697768941,258808.357946981,709.06399437529,2.03567800113602,"Above"
600,0.56,3700,15.6,95,110.6,1.32034003539948e-05,0.00481924112920811,52497.6265186283,143.829113749667,2.57950338608836e-06,0.000941518735922253,10256.2826041575,28.099404394952,5.11858229192591,"Above"
600,0.56,3700,156,95,251,0.000136991239071682,0.0500018022611638,5059.79203675391,13.8624439363121,2.70328376105081e-05,0.00986698572783547,998.461926466255,2.73551212730481,5.0675863572099,"Above"
600,0.56,3700,1555,95,1650,0.00257388418189101,0.939467726390218,269.300066194391,0.737808400532579,0.00116246671459528,0.424300350827278,121.62643734781,0.333223116021398,2.21415731700079,"Above"
600,0.56,10000,1.56,95,96.56,4.723648432303e-07,0.00017241316777906,1467397.90332365,4020.26822828396,2.30718984893383e-07,8.42124294860849e-05,716726.825760926,1963.63513907103,2.04736009673666,"Above"
600,0.56,10000,15.6,95,110.6,4.72968373872635e-06,0.00172633456463512,146552.543224931,401.513817054605,8.87997070746823e-07,0.00032411893082259,27515.2074183464,75.3841299132778,5.32623799620036,"Above"
600,0.56,10000,156,95,251,4.79119043758837e-05,0.0174878450971975,14467.1181325207,39.6359400890978,8.84615025135673e-06,0.00322884484174521,2671.11696709812,7.31812867698115,5.4161305216962,"Above"
600,0.56,10000,1555,95,1650,0.000553235318769355,0.201930891350814,1252.89755921914,3.43259605265517,0.000119372876667521,0.0435710999836453,270.340632167877,0.740659266213363,4.63451442416213,"Above"
600,0.56,1e+05,1.56,95,96.56,4.65081169214078e-08,1.69754626763139e-05,14903789.4123141,40832.2997597647,2.26631078023421e-08,8.27203434785485e-06,7262521.22152045,19897.3184151245,2.05215089329459,"Above"
600,0.56,1e+05,15.6,95,110.6,4.6513958067226e-07,0.000169775946945375,1490191.78191232,4082.71721071869,8.58440593954742e-08,3.13330816793481e-05,275023.062221972,753.487841704033,5.41842480362459,"Above"
600,0.56,1e+05,156,95,251,4.65724773284676e-06,0.00169989542248907,148831.932574962,407.758719383458,8.34509765622391e-07,0.000304596064452173,26668.4763823677,73.0643188558019,5.58081873298788,"Above"
600,0.56,1e+05,1555,95,1650,4.70153467201883e-05,0.0171606015528687,14742.9983806183,40.3917763852557,8.52976600009218e-06,0.00311336459003365,2674.75058888407,7.32808380516183,5.51191518262989,"Above"
600,0.76,3700,1.56,95,96.56,9.57212623229238e-07,0.000349382607478672,724130.839626367,1983.92010856539,4.5383932790664e-07,0.000165651354685924,343329.209829901,940.627972136716,2.10914428162151,"Above"
600,0.76,3700,15.6,95,110.6,9.59695549947332e-06,0.00350288875730776,72225.7366513771,197.878730551718,1.40698026394236e-06,0.000513547796338962,10588.7941256749,29.0103948648626,6.82095957237,"Above"
600,0.76,3700,156,95,251,9.85508720447041e-05,0.035971068296317,7033.39469432116,19.2695745049895,1.41210648357405e-05,0.0051541886650453,1007.79445613439,2.76108070173806,6.97899720673125,"Above"
600,0.76,3700,1555,95,1650,0.00141564278669082,0.516709617142149,489.634240414726,1.34146367236911,0.00031007033120883,0.113175670891223,107.245311122216,0.293822770197852,4.56555382506879,"Above"
600,0.76,10000,1.56,95,96.56,3.46471719827558e-07,0.000126462177737059,2000588.04483359,5481.06313653039,1.63730269032254e-07,5.97615481967728e-05,945407.085364264,2590.15639825826,2.11611281087741,"Above"
600,0.76,10000,15.6,95,110.6,3.46796262349629e-06,0.00126580635757615,199871.5833509,547.593379043562,4.89811151910613e-07,0.000178781070447374,28229.6382931034,77.3414747756259,7.08020348244168,"Above"
600,0.76,10000,156,95,251,3.50086925644852e-05,0.0127781727860371,19799.2878278212,54.2446241858115,4.73031005986001e-06,0.0017265631718489,2675.24330471619,7.3294337115512,7.40092977446836,"Above"
600,0.76,10000,1555,95,1650,0.000386963742546478,0.141241766029465,1791.24580509424,4.90752275368284,5.82055184970064e-05,0.0212450142514073,269.431937356702,0.738169691388225,6.64823117358503,"Above"
600,0.76,1e+05,1.56,95,96.56,3.42536949866879e-08,1.25025986701411e-05,20235690.8015128,55440.2487712679,1.61688571951032e-08,5.90163287621265e-06,9551903.66881817,26169.5990926525,2.11849820759515,"Above"
600,0.76,1e+05,15.6,95,110.6,3.42568633514059e-07,0.000125037551232632,2023381.92335259,5543.51211877422,4.77333752650647e-08,1.74226819717486e-05,281937.221342169,772.430743403202,7.17671087811759,"Above"
600,0.76,1e+05,156,95,251,3.42885900411698e-06,0.0012515335365027,202150.9720078,553.838279473425,4.52475383290819e-07,0.000165153514901149,26676.0279241627,73.0850080114045,7.57800121451724,"Above"
600,0.76,1e+05,1555,95,1650,3.44981424641907e-05,0.0125918219994296,20092.3044270989,55.0474093893119,4.59243334898972e-06,0.00167623817238125,2674.71122553459,7.32797596036875,7.5119527802793,"Above"
610,0.56,3700,1.56,95,96.56,1.29407514445686e-06,0.000472337427726754,535631.322129186,1467.48307432654,6.35697366545541e-07,0.000232029538789123,263121.830579431,720.881727614879,2.03567800113602,"Above"
610,0.56,3700,15.6,95,110.6,1.29869511678638e-05,0.00474023717627028,53372.5869606054,146.226265645494,2.53721644533282e-06,0.000926084002546479,10427.2206475601,28.5677278015345,5.11858229192591,"Above"
610,0.56,3700,156,95,251,0.000134745481054113,0.0491821005847513,5144.12190403314,14.0934846685839,2.65896763382047e-05,0.00970523186344472,1015.10295857403,2.78110399609322,5.0675863572099,"Above"
610,0.56,3700,1555,95,1650,0.00253168935923706,0.924066616121526,273.788400630965,0.750105207208122,0.00114340988320847,0.417344607371093,123.65354463694,0.338776834621754,2.21415731700078,"Above"
610,0.56,10000,1.56,95,96.56,4.64621157275705e-07,0.000169586722405632,1491854.53504571,4087.27269875536,2.26936706452508e-07,8.28318978551654e-05,728672.272856941,1996.36239138888,2.04736009673666,"Above"
610,0.56,10000,15.6,95,110.6,4.65214793973084e-06,0.00169803399800176,148995.085612013,408.205714005515,8.73439741718187e-07,0.000318805505727138,27973.7942086522,76.6405320784991,5.32623799620036,"Above"
610,0.56,10000,156,95,251,4.71264633205413e-05,0.0172011591119976,14708.2367680627,40.2965390905828,8.70113139477711e-06,0.00317591295909365,2715.63558321642,7.44009748826417,5.4161305216962,"Above"
610,0.56,10000,1555,95,1650,0.000544165887314119,0.198620548869653,1273.77918520612,3.48980598686609,0.000117415944263136,0.0428568196560445,274.846309370675,0.753003587316919,4.63451442416213,"Above"
610,0.56,1e+05,1.56,95,96.56,4.57456887751553e-08,1.66971764029317e-05,15152185.9025194,41512.8380890941,2.22915814449266e-08,8.13642722739821e-06,7383563.24187913,20228.9403887099,2.05215089329459,"Above"
610,0.56,1e+05,15.6,95,110.6,4.57514341644846e-07,0.000166992734700369,1515028.31161086,4150.762497564,8.44367797332533e-08,3.08194246026375e-05,279606.779925672,766.0459723991,5.41842480362459,"Above"
610,0.56,1e+05,156,95,251,4.58089940935747e-06,0.00167202828441548,151312.464784545,414.554698039849,8.20829277661368e-07,0.000299602686346399,27112.9509887405,74.2820575033986,5.58081873298788,"Above"
610,0.56,1e+05,1555,95,1650,4.62446033313327e-05,0.0168792802159365,14988.7150202953,41.0649726583433,8.38993377058247e-06,0.0030623258262626,2719.32976536547,7.45021853524786,5.51191518262989,"Above"
610,0.76,3700,1.56,95,96.56,9.41520613012365e-07,0.000343655023749513,736199.686953473,2016.98544370815,4.46399338924564e-07,0.000162935758707466,349051.363327066,956.305105005661,2.10914428162151,"Above"
610,0.76,3700,15.6,95,110.6,9.43962836013769e-06,0.00344546435145026,73429.4989289,201.176709394247,1.3839150137138e-06,0.000505128980005537,10765.2740277694,29.4939014459437,6.82095957236999,"Above"
610,0.76,3700,156,95,251,9.69352839783975e-05,0.0353813786521151,7150.61793922651,19.5907340800726,1.38895719695809e-05,0.00506969376889702,1024.5910304033,2.8070987134337,6.97899720673125,"Above"
610,0.76,3700,1555,95,1650,0.00139243552789261,0.508238967680802,497.794811088305,1.36382140024193,0.000304987211025078,0.111320332024154,109.032732974253,0.298719816367817,4.56555382506879,"Above"
610,0.76,10000,1.56,95,96.56,3.4079185556809e-07,0.000124389027282353,2033931.17891415,5572.41418880589,1.61046166261234e-07,5.87818506853503e-05,961163.870120335,2633.32567156256,2.11611281087741,"Above"
610,0.76,10000,15.6,95,110.6,3.41111077720947e-06,0.00124505543368146,203202.776406748,556.719935360955,4.81781460895684e-07,0.000175850233226925,28700.1322646552,78.6304993552196,7.08020348244168,"Above"
610,0.76,10000,156,95,251,3.44347795716248e-05,0.012568694543643,20129.2759582849,55.148701255575,4.65276399330493e-06,0.0016982588575563,2719.83069312813,7.45159094007706,7.40092977446837,"Above"
610,0.76,10000,1555,95,1650,0.00038062007463588,0.138926327242096,1821.09990184581,4.98931479957755,5.72513296691867e-05,0.0208967353292531,273.922469645981,0.750472519578029,6.64823117358503,"Above"
610,0.76,1e+05,1.56,95,96.56,3.36921590032996e-08,1.22976380362043e-05,20572952.3148713,56364.2529174557,1.59037939623966e-08,5.80488479627474e-06,9711102.06329848,26605.7590775301,2.11849820759514,"Above"
610,0.76,1e+05,15.6,95,110.6,3.36952754276124e-07,0.000122987755310785,2057104.95540847,5635.90398742045,4.69508609164571e-08,1.71370642345068e-05,286636.175031205,785.304589126588,7.17671087811759,"Above"
610,0.76,1e+05,156,95,251,3.3726482007708e-06,0.00123101659328134,205520.154874597,563.068917464649,4.45057754056543e-07,0.000162446080230638,27120.6283895654,74.3030914782613,7.57800121451724,"Above"
610,0.76,1e+05,1555,95,1650,3.39325991451056e-05,0.0123853986879635,20427.1761675505,55.9648662124671,4.51714755638333e-06,0.00164875885807991,2719.28974596017,7.45010889304156,7.5119527802793,"Above"
620,0.56,3700,1.56,95,96.56,1.27320296470756e-06,0.000464719082118258,544412.163475566,1491.54017390566,6.25444183214162e-07,0.000228287126873169,267435.30321188,732.699460854467,2.03567800113602,"Above"
